"date","price","fly_to","departure_date","booking_days"
2018-02-22,54,"STN",2018-05-01,68
2018-02-22,38,"STN",2018-05-10,77
2018-02-22,38.5,"STN",2018-05-17,84
2018-02-22,34,"STN",2018-05-19,86
2018-02-22,34,"STN",2018-05-22,89
2018-02-23,54,"STN",2018-05-01,67
2018-02-23,39,"STN",2018-05-10,76
2018-02-23,50.5,"STN",2018-05-17,83
2018-02-23,36,"STN",2018-05-19,85
2018-02-23,36,"STN",2018-05-22,88
2018-02-23,39.5,"STN",2018-05-14,80
2018-02-23,40,"STN",2018-05-15,81
2018-02-23,36,"STN",2018-05-21,87
2018-02-24,54,"STN",2018-05-01,66
2018-02-24,57,"STN",2018-05-10,75
2018-02-24,40.5,"STN",2018-05-14,79
2018-02-24,39,"STN",2018-05-17,82
2018-02-25,57,"STN",2018-05-01,65
2018-02-25,57,"STN",2018-05-10,74
2018-02-25,39.5,"STN",2018-05-14,78
2018-02-26,54,"STN",2018-05-01,64
2018-02-26,59.5,"STN",2018-05-10,73
2018-02-26,53.5,"STN",2018-05-28,91
2018-02-26,122,"STN",2018-06-02,96
2018-02-26,35,"STN",2018-06-07,101
2018-02-27,59,"STN",2018-05-01,63
2018-02-27,64.5,"STN",2018-05-10,72
2018-02-27,35,"STN",2018-06-07,100
2018-02-28,52.5,"STN",2018-05-01,62
2018-02-28,66,"STN",2018-05-10,71
2018-02-28,35,"STN",2018-06-07,99
2018-03-01,60,"STN",2018-05-01,61
2018-03-01,60,"STN",2018-05-10,70
2018-03-01,35,"STN",2018-06-07,98
2018-03-02,60,"STN",2018-05-01,60
2018-03-02,54,"STN",2018-05-10,69
2018-03-02,35,"STN",2018-06-07,97
2018-03-03,68,"STN",2018-05-01,59
2018-03-04,62,"STN",2018-05-01,58
2018-03-04,35,"STN",2018-06-07,95
2018-03-05,60,"STN",2018-05-01,57
2018-03-05,35,"STN",2018-06-07,94
2018-03-06,60,"STN",2018-05-01,56
2018-03-06,35,"STN",2018-06-07,93
2018-03-07,70,"STN",2018-05-01,55
2018-03-07,39,"STN",2018-06-07,92
2018-03-08,66,"STN",2018-05-01,54
2018-03-09,35,"STN",2018-06-07,90
2018-03-10,69,"STN",2018-05-01,52
2018-03-11,74,"STN",2018-05-01,51
2018-03-14,69,"STN",2018-05-02,49
2018-03-19,54.5,"STN",2018-05-02,44
2018-03-19,46.5,"STN",2018-05-05,47
2018-03-20,45,"STN",2018-05-02,43
2018-03-20,69,"STN",2018-05-05,46
2018-03-21,44,"STN",2018-05-01,41
2018-03-21,44,"STN",2018-05-02,42
2018-03-23,54.5,"STN",2018-05-10,48
2018-03-23,64.5,"STN",2018-05-15,53
2018-03-24,79,"STN",2018-05-08,45
2018-03-26,46.5,"STN",2018-05-05,40
2018-03-27,49,"STN",2018-05-05,39
2018-03-28,46,"STN",2018-05-01,34
2018-03-28,69,"STN",2018-05-05,38
2018-03-29,50.5,"STN",2018-05-01,33
2018-03-29,69,"STN",2018-05-05,37
2018-03-30,39,"STN",2018-05-01,32
2018-03-30,51.5,"STN",2018-05-05,36
2018-03-30,69,"STN",2018-05-19,50
2018-03-31,42,"STN",2018-05-01,31
2018-03-31,59,"STN",2018-05-05,35
2018-04-01,50,"STN",2018-05-01,30
2018-04-02,42,"STN",2018-05-01,29
2018-04-03,42,"STN",2018-05-01,28
2018-04-04,42,"STN",2018-05-01,27
2018-04-05,42,"STN",2018-05-01,26
2018-04-06,46.5,"STN",2018-05-01,25
2018-04-07,47.5,"STN",2018-05-01,24
2018-04-08,47.5,"STN",2018-05-01,23
2018-04-09,44,"STN",2018-05-01,22
2018-04-10,41,"STN",2018-05-01,21
2018-04-11,46,"STN",2018-05-01,20
2018-04-12,44,"STN",2018-05-01,19
2018-04-13,54,"STN",2018-05-01,18
2018-04-14,54,"STN",2018-05-01,17
2018-04-15,54,"STN",2018-05-01,16
2018-04-16,89,"STN",2018-05-01,15
2018-04-17,36,"STN",2018-05-01,14
2018-04-20,108,"STN",2018-05-03,13
2018-04-23,90,"STN",2018-05-05,12
2018-04-23,36,"STN",2018-05-01,8
2018-04-24,43,"STN",2018-05-01,7
2018-04-24,63.5,"STN",2018-05-05,11
2018-04-25,94,"STN",2018-05-05,10
2018-04-26,44,"STN",2018-05-01,5
2018-04-26,94,"STN",2018-05-05,9
2018-04-27,53,"STN",2018-05-01,4
2018-04-28,59.5,"STN",2018-05-01,3
2018-04-29,66.5,"STN",2018-05-01,2
2018-04-29,46,"STN",2018-05-05,6
2018-04-30,69,"STN",2018-05-01,1
2018-02-22,58,"LPL",2018-05-01,68
2018-02-22,58,"LPL",2018-05-04,71
2018-02-22,59.5,"LPL",2018-05-08,75
2018-02-22,57.5,"LPL",2018-05-11,78
2018-02-22,49,"LPL",2018-05-15,82
2018-02-22,58,"LPL",2018-05-18,85
2018-02-22,58,"LPL",2018-05-22,89
2018-02-22,49,"LPL",2018-05-25,92
2018-02-22,59,"LPL",2018-05-29,96
2018-02-22,52,"LPL",2018-06-01,99
2018-02-22,48,"LPL",2018-06-05,103
2018-02-22,66,"LPL",2018-06-08,106
2018-02-22,57,"LPL",2018-06-12,110
2018-02-22,71.5,"LPL",2018-06-15,113
2018-02-22,89,"LPL",2018-06-19,117
2018-02-22,71.5,"LPL",2018-06-22,120
2018-02-22,81,"LPL",2018-06-26,124
2018-02-22,105,"LPL",2018-06-29,127
2018-02-23,58,"LPL",2018-05-01,67
2018-02-23,53.5,"LPL",2018-05-04,70
2018-02-23,67,"LPL",2018-05-08,74
2018-02-23,54.5,"LPL",2018-05-11,77
2018-02-23,49,"LPL",2018-05-15,81
2018-02-23,49,"LPL",2018-05-18,84
2018-02-23,62,"LPL",2018-05-22,88
2018-02-23,53.5,"LPL",2018-05-25,91
2018-02-23,59,"LPL",2018-05-29,95
2018-02-23,52,"LPL",2018-06-01,98
2018-02-23,57,"LPL",2018-06-05,102
2018-02-23,52,"LPL",2018-06-08,105
2018-02-23,57,"LPL",2018-06-12,109
2018-02-23,61.5,"LPL",2018-06-15,112
2018-02-23,89,"LPL",2018-06-19,116
2018-02-23,91,"LPL",2018-06-22,119
2018-02-23,81,"LPL",2018-06-26,123
2018-02-23,105,"LPL",2018-06-29,126
2018-02-24,49,"LPL",2018-05-01,66
2018-02-24,58,"LPL",2018-05-04,69
2018-02-24,49,"LPL",2018-05-08,73
2018-02-24,47,"LPL",2018-05-11,76
2018-02-24,49,"LPL",2018-05-15,80
2018-02-24,49,"LPL",2018-05-18,83
2018-02-24,57.5,"LPL",2018-05-22,87
2018-02-24,67,"LPL",2018-05-25,90
2018-02-24,50.5,"LPL",2018-05-29,94
2018-02-24,52,"LPL",2018-06-01,97
2018-02-24,49,"LPL",2018-06-05,101
2018-02-24,48,"LPL",2018-06-08,104
2018-02-24,66,"LPL",2018-06-12,108
2018-02-24,66,"LPL",2018-06-15,111
2018-02-24,83,"LPL",2018-06-19,115
2018-02-24,89,"LPL",2018-06-22,118
2018-02-24,85.5,"LPL",2018-06-26,122
2018-02-24,105,"LPL",2018-06-29,125
2018-02-25,49,"LPL",2018-05-01,65
2018-02-25,49,"LPL",2018-05-08,72
2018-02-25,53.5,"LPL",2018-05-15,79
2018-02-25,62.5,"LPL",2018-05-22,86
2018-02-25,49,"LPL",2018-05-29,93
2018-02-25,52,"LPL",2018-06-05,100
2018-02-25,52,"LPL",2018-06-12,107
2018-02-25,83,"LPL",2018-06-19,114
2018-02-25,95,"LPL",2018-06-26,121
2018-02-26,57.5,"LPL",2018-05-01,64
2018-02-27,44,"LPL",2018-05-01,63
2018-02-28,44,"LPL",2018-05-01,62
2018-03-01,49,"LPL",2018-05-01,61
2018-03-02,47.5,"LPL",2018-05-01,60
2018-03-03,46,"LPL",2018-05-01,59
2018-03-04,47,"LPL",2018-05-01,58
2018-03-05,59.5,"LPL",2018-05-01,57
2018-03-06,50.5,"LPL",2018-05-01,56
2018-03-07,52,"LPL",2018-05-01,55
2018-03-08,50.5,"LPL",2018-05-01,54
2018-03-09,48.5,"LPL",2018-05-01,53
2018-03-10,48,"LPL",2018-05-01,52
2018-03-11,44.5,"LPL",2018-05-01,51
2018-03-12,52,"LPL",2018-05-01,50
2018-03-13,42,"LPL",2018-05-01,49
2018-03-14,49,"LPL",2018-05-01,48
2018-03-15,49,"LPL",2018-05-01,47
2018-03-16,49,"LPL",2018-05-01,46
2018-03-17,49,"LPL",2018-05-01,45
2018-03-18,54.5,"LPL",2018-05-01,44
2018-03-19,54.5,"LPL",2018-05-01,43
2018-03-20,43,"LPL",2018-05-01,42
2018-03-21,57,"LPL",2018-05-01,41
2018-03-22,57,"LPL",2018-05-01,40
2018-03-23,62.5,"LPL",2018-05-01,39
2018-03-24,62.5,"LPL",2018-05-01,38
2018-03-25,52.5,"LPL",2018-05-01,37
2018-03-26,47,"LPL",2018-05-01,36
2018-03-27,40.5,"LPL",2018-05-01,35
2018-03-28,47,"LPL",2018-05-01,34
2018-03-29,34,"LPL",2018-05-01,33
2018-03-30,64.5,"LPL",2018-05-01,32
2018-03-31,34,"LPL",2018-05-01,31
2018-04-01,52,"LPL",2018-05-01,30
2018-04-02,52,"LPL",2018-05-01,29
2018-04-03,45.5,"LPL",2018-05-01,28
2018-04-04,38,"LPL",2018-05-01,27
2018-04-05,45.5,"LPL",2018-05-01,26
2018-04-06,49,"LPL",2018-05-01,25
2018-04-07,35,"LPL",2018-05-01,24
2018-04-08,35,"LPL",2018-05-01,23
2018-04-09,35,"LPL",2018-05-01,22
2018-04-10,35,"LPL",2018-05-01,21
2018-04-11,35,"LPL",2018-05-01,20
2018-04-12,35,"LPL",2018-05-01,19
2018-04-13,44,"LPL",2018-05-01,18
2018-04-14,47.5,"LPL",2018-05-01,17
2018-04-15,34,"LPL",2018-05-01,16
2018-04-16,34,"LPL",2018-05-01,15
2018-04-17,55.5,"LPL",2018-05-01,14
2018-04-18,55.5,"LPL",2018-05-01,13
2018-04-19,55.5,"LPL",2018-05-01,12
2018-04-20,55.5,"LPL",2018-05-01,11
2018-04-21,34,"LPL",2018-05-01,10
2018-04-22,34,"LPL",2018-05-01,9
2018-04-23,40,"LPL",2018-05-01,8
2018-04-24,37,"LPL",2018-05-01,7
2018-04-25,42,"LPL",2018-05-01,6
2018-04-26,42,"LPL",2018-05-01,5
2018-04-27,42,"LPL",2018-05-01,4
2018-04-28,52,"LPL",2018-05-01,3
2018-04-29,59.5,"LPL",2018-05-01,2
2018-04-30,67,"LPL",2018-05-01,1
2018-02-22,32,"CTA",2018-05-01,68
2018-02-22,30,"CTA",2018-05-02,69
2018-02-22,30,"CTA",2018-05-03,70
2018-02-22,30.5,"CTA",2018-05-04,71
2018-02-22,29,"CTA",2018-05-05,72
2018-02-22,29,"CTA",2018-05-06,73
2018-02-22,29,"CTA",2018-05-07,74
2018-02-22,29,"CTA",2018-05-08,75
2018-02-22,29,"CTA",2018-05-09,76
2018-02-22,29,"CTA",2018-05-10,77
2018-02-22,29,"CTA",2018-05-11,78
2018-02-22,29,"CTA",2018-05-12,79
2018-02-22,29,"CTA",2018-05-13,80
2018-02-22,29,"CTA",2018-05-14,81
2018-02-22,29,"CTA",2018-05-15,82
2018-02-22,29,"CTA",2018-05-16,83
2018-02-22,29,"CTA",2018-05-17,84
2018-02-22,29,"CTA",2018-05-18,85
2018-02-22,29,"CTA",2018-05-19,86
2018-02-22,29,"CTA",2018-05-20,87
2018-02-22,29,"CTA",2018-05-21,88
2018-02-22,29,"CTA",2018-05-22,89
2018-02-22,29,"CTA",2018-05-23,90
2018-02-22,29,"CTA",2018-05-24,91
2018-02-22,29,"CTA",2018-05-25,92
2018-02-22,29,"CTA",2018-05-26,93
2018-02-22,29,"CTA",2018-05-27,94
2018-02-22,29,"CTA",2018-05-28,95
2018-02-22,29,"CTA",2018-05-29,96
2018-02-22,29,"CTA",2018-05-30,97
2018-02-22,29,"CTA",2018-05-31,98
2018-02-22,29,"CTA",2018-06-01,99
2018-02-22,29,"CTA",2018-06-02,100
2018-02-22,29,"CTA",2018-06-03,101
2018-02-22,29,"CTA",2018-06-04,102
2018-02-22,29,"CTA",2018-06-05,103
2018-02-22,29,"CTA",2018-06-06,104
2018-02-22,29,"CTA",2018-06-07,105
2018-02-22,29,"CTA",2018-06-08,106
2018-02-22,29,"CTA",2018-06-09,107
2018-02-22,29.5,"CTA",2018-06-10,108
2018-02-22,29,"CTA",2018-06-11,109
2018-02-22,30,"CTA",2018-06-12,110
2018-02-22,30,"CTA",2018-06-13,111
2018-02-22,30,"CTA",2018-06-14,112
2018-02-22,30,"CTA",2018-06-15,113
2018-02-22,30,"CTA",2018-06-16,114
2018-02-22,30,"CTA",2018-06-17,115
2018-02-22,30,"CTA",2018-06-18,116
2018-02-22,30,"CTA",2018-06-19,117
2018-02-22,30,"CTA",2018-06-20,118
2018-02-22,30,"CTA",2018-06-21,119
2018-02-22,31.5,"CTA",2018-06-22,120
2018-02-22,36.5,"CTA",2018-06-23,121
2018-02-22,40,"CTA",2018-06-24,122
2018-02-22,34,"CTA",2018-06-25,123
2018-02-22,33,"CTA",2018-06-26,124
2018-02-22,34,"CTA",2018-06-27,125
2018-02-22,35,"CTA",2018-06-28,126
2018-02-22,45.5,"CTA",2018-06-29,127
2018-02-22,38,"CTA",2018-06-30,128
2018-02-23,32,"CTA",2018-05-01,67
2018-02-24,30,"CTA",2018-05-01,66
2018-02-25,29,"CTA",2018-05-01,65
2018-02-26,29.5,"CTA",2018-05-01,64
2018-02-27,29.5,"CTA",2018-05-01,63
2018-02-28,30,"CTA",2018-05-01,62
2018-03-01,29,"CTA",2018-05-01,61
2018-03-02,30,"CTA",2018-05-01,60
2018-03-03,29.5,"CTA",2018-05-01,59
2018-03-04,28.5,"CTA",2018-05-01,58
2018-03-05,30,"CTA",2018-05-01,57
2018-03-06,29,"CTA",2018-05-01,56
2018-03-07,28,"CTA",2018-05-01,55
2018-03-08,28,"CTA",2018-05-01,54
2018-03-09,31.5,"CTA",2018-05-01,53
2018-03-10,32.5,"CTA",2018-05-01,52
2018-03-11,34,"CTA",2018-05-01,51
2018-03-12,34,"CTA",2018-05-01,50
2018-03-13,34,"CTA",2018-05-01,49
2018-03-14,34,"CTA",2018-05-01,48
2018-03-15,34,"CTA",2018-05-01,47
2018-03-16,34,"CTA",2018-05-01,46
2018-03-17,34,"CTA",2018-05-01,45
2018-03-18,34,"CTA",2018-05-01,44
2018-03-19,34,"CTA",2018-05-01,43
2018-03-20,34,"CTA",2018-05-01,42
2018-03-21,34,"CTA",2018-05-01,41
2018-03-22,34,"CTA",2018-05-01,40
2018-03-23,29.5,"CTA",2018-05-01,39
2018-03-24,34,"CTA",2018-05-01,38
2018-03-25,34,"CTA",2018-05-01,37
2018-03-26,34,"CTA",2018-05-01,36
2018-03-27,34,"CTA",2018-05-01,35
2018-03-28,32,"CTA",2018-05-01,34
2018-03-29,33,"CTA",2018-05-01,33
2018-03-30,35,"CTA",2018-05-01,32
2018-03-31,35,"CTA",2018-05-01,31
2018-04-01,34.5,"CTA",2018-05-01,30
2018-04-02,35,"CTA",2018-05-01,29
2018-04-03,35,"CTA",2018-05-01,28
2018-04-04,39,"CTA",2018-05-01,27
2018-04-05,35,"CTA",2018-05-01,26
2018-04-06,32,"CTA",2018-05-01,25
2018-04-07,32,"CTA",2018-05-01,24
2018-04-08,29.5,"CTA",2018-05-01,23
2018-04-09,35,"CTA",2018-05-01,22
2018-04-10,41,"CTA",2018-05-01,21
2018-04-11,41,"CTA",2018-05-01,20
2018-04-12,45,"CTA",2018-05-01,19
2018-04-13,36.5,"CTA",2018-05-01,18
2018-04-14,41,"CTA",2018-05-01,17
2018-04-15,35,"CTA",2018-05-01,16
2018-04-16,36,"CTA",2018-05-01,15
2018-04-17,41,"CTA",2018-05-01,14
2018-04-18,41,"CTA",2018-05-01,13
2018-04-19,41,"CTA",2018-05-01,12
2018-04-20,47,"CTA",2018-05-01,11
2018-04-21,47,"CTA",2018-05-01,10
2018-04-22,47,"CTA",2018-05-01,9
2018-04-23,50,"CTA",2018-05-01,8
2018-04-24,70,"CTA",2018-05-01,7
2018-04-25,70,"CTA",2018-05-01,6
2018-04-26,70,"CTA",2018-05-01,5
2018-04-27,73.5,"CTA",2018-05-01,4
2018-04-28,77,"CTA",2018-05-01,3
2018-04-29,97,"CTA",2018-05-01,2
2018-04-30,97,"CTA",2018-05-01,1
2018-02-22,61,"SOF",2018-05-01,68
2018-02-22,58,"SOF",2018-05-03,70
2018-02-22,60,"SOF",2018-05-05,72
2018-02-22,56,"SOF",2018-05-08,75
2018-02-22,56,"SOF",2018-05-10,77
2018-02-22,56,"SOF",2018-05-12,79
2018-02-22,56,"SOF",2018-05-15,82
2018-02-22,56,"SOF",2018-05-17,84
2018-02-22,53.5,"SOF",2018-05-19,86
2018-02-22,56,"SOF",2018-05-22,89
2018-02-22,56,"SOF",2018-05-24,91
2018-02-22,61,"SOF",2018-05-26,93
2018-02-22,63.5,"SOF",2018-05-29,96
2018-02-22,66,"SOF",2018-05-31,98
2018-02-22,66,"SOF",2018-06-02,100
2018-02-22,66,"SOF",2018-06-05,103
2018-02-22,68.5,"SOF",2018-06-07,105
2018-02-22,66,"SOF",2018-06-09,107
2018-02-22,77,"SOF",2018-06-12,110
2018-02-22,77,"SOF",2018-06-14,112
2018-02-22,87,"SOF",2018-06-16,114
2018-02-22,87,"SOF",2018-06-19,117
2018-02-22,87,"SOF",2018-06-21,119
2018-02-22,97,"SOF",2018-06-23,121
2018-02-22,97,"SOF",2018-06-26,124
2018-02-22,106.5,"SOF",2018-06-28,126
2018-02-22,116,"SOF",2018-06-30,128
2018-02-23,56,"SOF",2018-05-01,67
2018-02-23,61,"SOF",2018-05-03,69
2018-02-23,61,"SOF",2018-05-05,71
2018-02-23,56,"SOF",2018-05-08,74
2018-02-23,56,"SOF",2018-05-10,76
2018-02-23,56,"SOF",2018-05-12,78
2018-02-23,56,"SOF",2018-05-15,81
2018-02-23,61,"SOF",2018-05-17,83
2018-02-23,56,"SOF",2018-05-19,85
2018-02-23,56,"SOF",2018-05-22,88
2018-02-23,56,"SOF",2018-05-24,90
2018-02-23,56,"SOF",2018-05-26,92
2018-02-23,61,"SOF",2018-05-29,95
2018-02-23,63.5,"SOF",2018-05-31,97
2018-02-23,68,"SOF",2018-06-02,99
2018-02-23,66,"SOF",2018-06-05,102
2018-02-23,68.5,"SOF",2018-06-07,104
2018-02-23,66,"SOF",2018-06-09,106
2018-02-23,71,"SOF",2018-06-12,109
2018-02-23,71,"SOF",2018-06-14,111
2018-02-23,84,"SOF",2018-06-16,113
2018-02-23,92,"SOF",2018-06-19,116
2018-02-23,84,"SOF",2018-06-21,118
2018-02-23,97,"SOF",2018-06-23,120
2018-02-23,97,"SOF",2018-06-26,123
2018-02-23,97,"SOF",2018-06-28,125
2018-02-23,111.5,"SOF",2018-06-30,127
2018-02-24,56,"SOF",2018-05-01,66
2018-02-24,56,"SOF",2018-05-08,73
2018-02-24,56,"SOF",2018-05-15,80
2018-02-24,56,"SOF",2018-05-22,87
2018-02-24,61,"SOF",2018-05-29,94
2018-02-24,68.5,"SOF",2018-06-05,101
2018-02-24,66,"SOF",2018-06-12,108
2018-02-24,87,"SOF",2018-06-19,115
2018-02-24,97,"SOF",2018-06-26,122
2018-02-25,56,"SOF",2018-05-01,65
2018-02-26,58.5,"SOF",2018-05-01,64
2018-02-27,61,"SOF",2018-05-01,63
2018-02-28,56,"SOF",2018-05-01,62
2018-03-01,56,"SOF",2018-05-01,61
2018-03-02,56,"SOF",2018-05-01,60
2018-03-03,56,"SOF",2018-05-01,59
2018-03-04,56,"SOF",2018-05-01,58
2018-03-05,56,"SOF",2018-05-01,57
2018-03-06,61,"SOF",2018-05-01,56
2018-03-07,51,"SOF",2018-05-01,55
2018-03-08,53.5,"SOF",2018-05-01,54
2018-03-09,56,"SOF",2018-05-01,53
2018-03-10,61,"SOF",2018-05-01,52
2018-03-11,56,"SOF",2018-05-01,51
2018-03-12,56,"SOF",2018-05-01,50
2018-03-13,56,"SOF",2018-05-01,49
2018-03-14,58.5,"SOF",2018-05-01,48
2018-03-15,58.5,"SOF",2018-05-01,47
2018-03-16,61,"SOF",2018-05-01,46
2018-03-17,51,"SOF",2018-05-01,45
2018-03-18,61,"SOF",2018-05-01,44
2018-03-19,56,"SOF",2018-05-01,43
2018-03-20,58.5,"SOF",2018-05-01,42
2018-03-21,61,"SOF",2018-05-01,41
2018-03-22,61,"SOF",2018-05-01,40
2018-03-23,61,"SOF",2018-05-01,39
2018-03-24,56,"SOF",2018-05-01,38
2018-03-25,58.5,"SOF",2018-05-01,37
2018-03-26,56,"SOF",2018-05-01,36
2018-03-27,66,"SOF",2018-05-01,35
2018-03-28,56,"SOF",2018-05-01,34
2018-03-29,61,"SOF",2018-05-01,33
2018-03-30,63.5,"SOF",2018-05-01,32
2018-03-31,63.5,"SOF",2018-05-01,31
2018-04-01,61,"SOF",2018-05-01,30
2018-04-02,61,"SOF",2018-05-01,29
2018-04-03,61,"SOF",2018-05-01,28
2018-04-04,58.5,"SOF",2018-05-01,27
2018-04-05,61,"SOF",2018-05-01,26
2018-04-06,61,"SOF",2018-05-01,25
2018-04-07,56,"SOF",2018-05-01,24
2018-04-08,56,"SOF",2018-05-01,23
2018-04-09,58.5,"SOF",2018-05-01,22
2018-04-10,53.5,"SOF",2018-05-01,21
2018-04-11,56,"SOF",2018-05-01,20
2018-04-12,53.5,"SOF",2018-05-01,19
2018-04-13,66,"SOF",2018-05-01,18
2018-04-14,58.5,"SOF",2018-05-01,17
2018-04-15,63.5,"SOF",2018-05-01,16
2018-04-16,74,"SOF",2018-05-01,15
2018-04-17,66,"SOF",2018-05-01,14
2018-04-18,71,"SOF",2018-05-01,13
2018-04-19,71,"SOF",2018-05-01,12
2018-04-20,71,"SOF",2018-05-01,11
2018-04-21,71,"SOF",2018-05-01,10
2018-04-22,68.5,"SOF",2018-05-01,9
2018-04-23,68.5,"SOF",2018-05-01,8
2018-04-24,68.5,"SOF",2018-05-01,7
2018-04-25,61,"SOF",2018-05-01,6
2018-04-26,53.5,"SOF",2018-05-01,5
2018-04-27,61,"SOF",2018-05-01,4
2018-04-28,61,"SOF",2018-05-01,3
2018-04-29,122,"SOF",2018-05-01,2
2018-04-30,122,"SOF",2018-05-01,1
2018-02-22,90,"NCL",2018-05-02,69
2018-02-22,90,"NCL",2018-05-03,70
2018-02-22,96.5,"NCL",2018-05-05,72
2018-02-22,98,"NCL",2018-05-09,76
2018-02-22,98,"NCL",2018-05-10,77
2018-02-22,102,"NCL",2018-05-12,79
2018-02-22,105,"NCL",2018-05-16,83
2018-02-22,101,"NCL",2018-05-17,84
2018-02-22,107,"NCL",2018-05-19,86
2018-02-22,103,"NCL",2018-05-23,90
2018-02-22,107,"NCL",2018-05-24,91
2018-02-22,109,"NCL",2018-05-26,93
2018-02-22,112,"NCL",2018-05-30,97
2018-02-22,116,"NCL",2018-05-31,98
2018-02-22,114,"NCL",2018-06-02,100
2018-02-22,125,"NCL",2018-06-06,104
2018-02-22,125,"NCL",2018-06-07,105
2018-02-22,105.5,"NCL",2018-06-09,107
2018-02-22,110,"NCL",2018-06-13,111
2018-02-22,110,"NCL",2018-06-14,112
2018-02-22,118.5,"NCL",2018-06-16,114
2018-02-22,108.5,"NCL",2018-06-20,118
2018-02-22,110.5,"NCL",2018-06-21,119
2018-02-22,110.5,"NCL",2018-06-23,121
2018-02-22,112,"NCL",2018-06-27,125
2018-02-22,152,"NCL",2018-06-28,126
2018-02-22,123,"NCL",2018-06-30,128
2018-02-23,91,"NCL",2018-05-02,68
2018-02-23,90,"NCL",2018-05-05,71
2018-02-23,104.5,"NCL",2018-05-09,75
2018-02-23,101,"NCL",2018-05-12,78
2018-02-23,96,"NCL",2018-05-16,82
2018-02-23,100.5,"NCL",2018-05-19,85
2018-02-23,107,"NCL",2018-05-23,89
2018-02-23,109.5,"NCL",2018-05-26,92
2018-02-23,109.5,"NCL",2018-05-30,96
2018-02-23,121,"NCL",2018-06-02,99
2018-02-23,99.5,"NCL",2018-06-06,103
2018-02-23,125,"NCL",2018-06-09,106
2018-02-23,93,"NCL",2018-06-13,110
2018-02-23,112,"NCL",2018-06-16,113
2018-02-23,108.5,"NCL",2018-06-20,117
2018-02-23,110.5,"NCL",2018-06-23,120
2018-02-23,112,"NCL",2018-06-27,124
2018-02-23,116,"NCL",2018-06-30,127
2018-02-24,90,"NCL",2018-05-02,67
2018-02-24,103,"NCL",2018-05-09,74
2018-02-24,96,"NCL",2018-05-16,81
2018-02-24,108,"NCL",2018-05-23,88
2018-02-24,112,"NCL",2018-05-30,95
2018-02-24,112,"NCL",2018-06-06,102
2018-02-24,95,"NCL",2018-06-13,109
2018-02-24,108.5,"NCL",2018-06-20,116
2018-02-24,112,"NCL",2018-06-27,123
2018-02-25,90,"NCL",2018-05-02,66
2018-02-25,100.5,"NCL",2018-05-09,73
2018-02-25,104,"NCL",2018-05-16,80
2018-02-25,107,"NCL",2018-05-23,87
2018-02-25,109,"NCL",2018-05-30,94
2018-02-25,120,"NCL",2018-06-06,101
2018-02-25,114,"NCL",2018-06-13,108
2018-02-25,108.5,"NCL",2018-06-20,115
2018-02-25,112,"NCL",2018-06-27,122
2018-02-26,91,"NCL",2018-05-02,65
2018-02-27,90,"NCL",2018-05-02,64
2018-02-28,87.5,"NCL",2018-05-02,63
2018-03-01,97,"NCL",2018-05-02,62
2018-03-02,90,"NCL",2018-05-02,61
2018-03-03,90,"NCL",2018-05-02,60
2018-03-04,98,"NCL",2018-05-02,59
2018-03-05,97,"NCL",2018-05-02,58
2018-03-06,91,"NCL",2018-05-02,57
2018-03-07,91,"NCL",2018-05-02,56
2018-03-08,90,"NCL",2018-05-02,55
2018-03-09,91,"NCL",2018-05-02,54
2018-03-10,85,"NCL",2018-05-02,53
2018-03-11,88,"NCL",2018-05-02,52
2018-03-12,80.5,"NCL",2018-05-02,51
2018-03-13,86,"NCL",2018-05-02,50
2018-03-14,80,"NCL",2018-05-02,49
2018-03-15,77,"NCL",2018-05-02,48
2018-03-16,79.5,"NCL",2018-05-02,47
2018-03-17,84.5,"NCL",2018-05-02,46
2018-03-18,72.5,"NCL",2018-05-02,45
2018-03-19,69,"NCL",2018-05-02,44
2018-03-20,76,"NCL",2018-05-02,43
2018-03-21,77,"NCL",2018-05-02,42
2018-03-22,76,"NCL",2018-05-02,41
2018-03-23,67,"NCL",2018-05-02,40
2018-03-24,79,"NCL",2018-05-02,39
2018-03-25,79,"NCL",2018-05-02,38
2018-03-26,76,"NCL",2018-05-02,37
2018-03-27,71,"NCL",2018-05-02,36
2018-03-28,108.5,"NCL",2018-05-02,35
2018-03-29,81,"NCL",2018-05-02,34
2018-03-30,91,"NCL",2018-05-02,33
2018-03-31,73,"NCL",2018-05-02,32
2018-04-01,91,"NCL",2018-05-02,31
2018-04-02,69,"NCL",2018-05-02,30
2018-04-03,79,"NCL",2018-05-02,29
2018-04-04,83,"NCL",2018-05-02,28
2018-04-05,62.5,"NCL",2018-05-02,27
2018-04-06,91,"NCL",2018-05-02,26
2018-04-07,60,"NCL",2018-05-02,25
2018-04-08,83,"NCL",2018-05-02,24
2018-04-09,60,"NCL",2018-05-02,23
2018-04-10,65,"NCL",2018-05-02,22
2018-04-11,57,"NCL",2018-05-02,21
2018-04-12,63.5,"NCL",2018-05-02,20
2018-04-13,77,"NCL",2018-05-02,19
2018-04-14,71,"NCL",2018-05-02,18
2018-04-15,88.5,"NCL",2018-05-02,17
2018-04-16,78,"NCL",2018-05-02,16
2018-04-17,88.5,"NCL",2018-05-02,15
2018-04-18,88,"NCL",2018-05-02,14
2018-04-19,74,"NCL",2018-05-02,13
2018-04-20,79.5,"NCL",2018-05-02,12
